"","70506","/clicktt/TTVSH/16-17/verein/70506/SZ-Arlewatt/info","TTVSH","SZ Arlewatt","","","SZ Arlewatt (TTVSH)","",""
"","70957","/clicktt/TTVSH/16-17/verein/70957/TSV-Altenholz/info","TTVSH","TSV Altenholz","","","TSV Altenholz (TTVSH)","",""
"","70491","/clicktt/TTVSH/16-17/verein/70491/TSV-Amrum/info","TTVSH","TSV Amrum","","","TSV Amrum (TTVSH)","",""
"","70916","/clicktt/TTVSH/16-17/verein/70916/TSV-Aukrug/info","TTVSH","TSV Aukrug","","","TSV Aukrug (TTVSH)","",""
"","70932","/clicktt/TTVSH/16-17/verein/70932/TSV-Vineta-Audorf/info","TTVSH","TSV Vineta Audorf","","","TSV Vineta Audorf (TTVSH)","",""
"","70779","/clicktt/TTVSH/16-17/verein/70779/TuS-Appen/info","TTVSH","TuS Appen","","","TuS Appen (TTVSH)","",""
"","71175","/clicktt/TTVSH/16-17/verein/71175/TuS-Teutonia-Alveslohe/info","TTVSH","TuS Teutonia Alveslohe","","","TuS Teutonia Alveslohe (TTVSH)","",""
"","156012","/clicktt/WTTV/16-17/verein/156012/TTG-St-Augustin/info","WTTV","TTG St. Augustin","","","TTG St. Augustin (WTTV)","",""
"","113040","/clicktt/WTTV/16-17/verein/113040/TTK-Anroechte/info","WTTV","TTK Anröchte","","","TTK Anröchte (WTTV)","",""
"","116049","/clicktt/WTTV/16-17/verein/116049/TTV-Altfinnentrop/info","WTTV","TTV Altfinnentrop","","","TTV Altfinnentrop (WTTV)","",""
"","145010","/clicktt/WTTV/16-17/verein/145010/TTV-DJK-Altenessen/info","WTTV","TTV DJK Altenessen","","","TTV DJK Altenessen (WTTV)","",""
"","157024","/clicktt/WTTV/16-17/verein/157024/Turnerbund-Aachen/info","WTTV","Turnerbund Aachen","","","Turnerbund Aachen (WTTV)","",""
"","184037","/clicktt/WTTV/16-17/verein/184037/TuS-Ahmsen/info","WTTV","TuS Ahmsen","","","TuS Ahmsen (WTTV)","",""
"","116056","/clicktt/WTTV/16-17/verein/116056/TuS-Alchen/info","WTTV","TuS Alchen","","","TuS Alchen (WTTV)","",""
"","158008","/clicktt/WTTV/16-17/verein/158008/TuS-Aldenhoven/info","WTTV","TuS Aldenhoven","","","TuS Aldenhoven (WTTV)","",""
"","174025","/clicktt/WTTV/16-17/verein/174025/TuS-Altenberge/info","WTTV","TuS Altenberge","","","TuS Altenberge (WTTV)","",""
"","183006","/clicktt/WTTV/16-17/verein/183006/TuS-Amelunxen/info","WTTV","TuS Amelunxen","","","TuS Amelunxen (WTTV)","",""
"","177016","/clicktt/WTTV/16-17/verein/177016/TuS-Ascheberg/info","WTTV","TuS Ascheberg","","","TuS Ascheberg (WTTV)","",""
